Source,Address,Price,Area (m²),Date,price_per_sqm,log_price,District_encoded,Price_norm,Area (m²)_norm,price_per_sqm_norm,Price_std,Area (m²)_std,price_per_sqm_std,year,month,price_lag_1,price_roll_5
myrealty.am,Center,125000,74,2025-11-12,1689.1892,11.7361,4,0.0484,0.3162,0.0896,-0.86,-0.58,-0.82,2025,11,310000.0,223000.0
myrealty.am,Center,125000,74,2025-11-12,1689.1892,11.7361,4,0.0484,0.3162,0.0896,-0.86,-0.58,-0.82,2025,11,125000.0,211000.0
myrealty.am,Kanaqer-Zeytun,125000,83,2025-11-12,1506.0241,11.7361,8,0.0484,0.3824,0.0721,-0.86,-0.29,-0.97,2025,11,125000.0,199000.0
myrealty.am,Kanaqer-Zeytun,125000,83,2025-11-12,1506.0241,11.7361,8,0.0484,0.3824,0.0721,-0.86,-0.29,-0.97,2025,11,125000.0,162000.0
myrealty.am,Kanaqer-Zeytun,125000,83,2025-11-12,1506.0241,11.7361,8,0.0484,0.3824,0.0721,-0.86,-0.29,-0.97,2025,11,125000.0,125000.0
realtors.am,Arabkir,275000,84,2025-11-13,3273.8095,12.5245,2,0.2134,0.3897,0.2405,0.24,-0.26,0.48,2025,11,125000.0,155000.0
realtors.am,Center,340000,122,2025-11-13,2786.8852,12.7367,4,0.2849,0.6691,0.1941,0.72,0.94,0.08,2025,11,275000.0,198000.0
realtors.am,Center,340000,122,2025-11-13,2786.8852,12.7367,4,0.2849,0.6691,0.1941,0.72,0.94,0.08,2025,11,340000.0,241000.0
realtors.am,Shengavit,155000,92,2025-11-14,1684.7826,11.9512,12,0.0814,0.4485,0.0892,-0.64,-0.01,-0.83,2025,11,340000.0,247000.0
realtors.am,Arabkir,185000,112,2025-11-14,1651.7857,12.1281,2,0.1144,0.5956,0.086,-0.42,0.62,-0.85,2025,11,155000.0,259000.0
realtors.am,Center,535000,130,2025-11-14,4115.3846,13.19,4,0.4994,0.7279,0.3206,2.15,1.19,1.17,2025,11,185000.0,311000.0
realtors.am,Center,535000,130,2025-11-14,4115.3846,13.19,4,0.4994,0.7279,0.3206,2.15,1.19,1.17,2025,11,535000.0,350000.0
realtors.am,Center,535000,130,2025-11-14,4115.3846,13.19,4,0.4994,0.7279,0.3206,2.15,1.19,1.17,2025,11,535000.0,389000.0
realtors.am,Center,420000,108,2025-11-14,3888.8889,12.948,4,0.3729,0.5662,0.299,1.3,0.5,0.98,2025,11,535000.0,442000.0
realtors.am,Arabkir,175000,87,2025-11-14,2011.4943,12.0725,2,0.1034,0.4118,0.1203,-0.49,-0.16,-0.56,2025,11,420000.0,440000.0
realtors.am,Arabkir,175000,87,2025-11-14,2011.4943,12.0725,2,0.1034,0.4118,0.1203,-0.49,-0.16,-0.56,2025,11,175000.0,368000.0
realtors.am,Shengavit,155000,92,2025-11-14,1684.7826,11.9512,12,0.0814,0.4485,0.0892,-0.64,-0.01,-0.83,2025,11,175000.0,292000.0
realtors.am,Kanaker-Zeytun,233000,123,2025-11-14,1894.3089,12.3588,7,0.1672,0.6765,0.1091,-0.06,0.97,-0.65,2025,11,155000.0,231600.0
realtors.am,Arabkir,125000,45,2025-11-14,2777.7778,11.7361,2,0.0484,0.1029,0.1932,-0.86,-1.49,0.07,2025,11,233000.0,172600.0
realtors.am,Arabkir,125000,45,2025-11-14,2777.7778,11.7361,2,0.0484,0.1029,0.1932,-0.86,-1.49,0.07,2025,11,125000.0,162600.0
realtors.am,Arabkir,220000,101,2025-11-14,2178.2178,12.3014,2,0.1529,0.5147,0.1361,-0.16,0.28,-0.42,2025,11,125000.0,171600.0
realtors.am,Arabkir,220000,101,2025-11-14,2178.2178,12.3014,2,0.1529,0.5147,0.1361,-0.16,0.28,-0.42,2025,11,220000.0,184600.0
realtors.am,Arabkir,220000,101,2025-11-14,2178.2178,12.3014,2,0.1529,0.5147,0.1361,-0.16,0.28,-0.42,2025,11,220000.0,182000.0
realtors.am,Center,420000,108,2025-11-14,3888.8889,12.948,4,0.3729,0.5662,0.299,1.3,0.5,0.98,2025,11,220000.0,241000.0
realtors.am,Kanaker-Zeytun,233000,123,2025-11-14,1894.3089,12.3588,7,0.1672,0.6765,0.1091,-0.06,0.97,-0.65,2025,11,420000.0,262600.0
realtors.am,Kanaker-Zeytun,233000,123,2025-11-14,1894.3089,12.3588,7,0.1672,0.6765,0.1091,-0.06,0.97,-0.65,2025,11,233000.0,265200.0
realtors.am,Arabkir,225000,114,2025-11-14,1973.6842,12.3239,2,0.1584,0.6103,0.1167,-0.12,0.69,-0.59,2025,11,233000.0,266200.0
realtors.am,Shengavit,155000,92,2025-11-14,1684.7826,11.9512,12,0.0814,0.4485,0.0892,-0.64,-0.01,-0.83,2025,11,225000.0,253200.0
realtors.am,Center,420000,108,2025-11-14,3888.8889,12.948,4,0.3729,0.5662,0.299,1.3,0.5,0.98,2025,11,155000.0,253200.0
realtors.am,Kanaker-Zeytun,199000,114,2025-11-14,1745.614,12.2011,7,0.1298,0.6103,0.0949,-0.31,0.69,-0.78,2025,11,420000.0,246400.0
realtors.am,Center,117000,64,2025-11-14,1828.125,11.6699,4,0.0396,0.2426,0.1028,-0.91,-0.89,-0.71,2025,11,199000.0,223200.0
realtors.am,Arabkir,225000,114,2025-11-14,1973.6842,12.3239,2,0.1584,0.6103,0.1167,-0.12,0.69,-0.59,2025,11,117000.0,223200.0
realtors.am,Arabkir,333000,152,2025-11-14,2190.7895,12.7159,2,0.2772,0.8897,0.1373,0.67,1.89,-0.41,2025,11,225000.0,258800.0
realtors.am,Arabkir,333000,152,2025-11-14,2190.7895,12.7159,2,0.2772,0.8897,0.1373,0.67,1.89,-0.41,2025,11,333000.0,241400.0
realtors.am,Kanaker-Zeytun,200000,114,2025-11-14,1754.386,12.2061,7,0.1309,0.6103,0.0958,-0.31,0.69,-0.77,2025,11,333000.0,241600.0
realtors.am,Kanaker-Zeytun,200000,114,2025-11-14,1754.386,12.2061,7,0.1309,0.6103,0.0958,-0.31,0.69,-0.77,2025,11,200000.0,258200.0
realtors.am,Kanaker-Zeytun,200000,114,2025-11-14,1754.386,12.2061,7,0.1309,0.6103,0.0958,-0.31,0.69,-0.77,2025,11,200000.0,253200.0
realtors.am,Kanaker-Zeytun,147000,82,2025-11-14,1792.6829,11.8982,7,0.0726,0.375,0.0994,-0.69,-0.32,-0.74,2025,11,200000.0,216000.0
realtors.am,Kanaker-Zeytun,147000,82,2025-11-14,1792.6829,11.8982,7,0.0726,0.375,0.0994,-0.69,-0.32,-0.74,2025,11,147000.0,178800.0
realtors.am,Kanaker-Zeytun,147000,82,2025-11-14,1792.6829,11.8982,7,0.0726,0.375,0.0994,-0.69,-0.32,-0.74,2025,11,147000.0,168200.0
realtors.am,Kanaker-Zeytun,142000,82,2025-11-14,1731.7073,11.8636,7,0.0671,0.375,0.0936,-0.73,-0.32,-0.79,2025,11,147000.0,156600.0
realtors.am,Kanaker-Zeytun,142000,82,2025-11-14,1731.7073,11.8636,7,0.0671,0.375,0.0936,-0.73,-0.32,-0.79,2025,11,142000.0,145000.0
realtors.am,Kanaker-Zeytun,142000,82,2025-11-14,1731.7073,11.8636,7,0.0671,0.375,0.0936,-0.73,-0.32,-0.79,2025,11,142000.0,144000.0
realtors.am,Kanaker-Zeytun,199000,114,2025-11-14,1745.614,12.2011,7,0.1298,0.6103,0.0949,-0.31,0.69,-0.78,2025,11,142000.0,154400.0
realtors.am,Kanaker-Zeytun,199000,114,2025-11-14,1745.614,12.2011,7,0.1298,0.6103,0.0949,-0.31,0.69,-0.78,2025,11,199000.0,164800.0
realtors.am,Center,117000,64,2025-11-14,1828.125,11.6699,4,0.0396,0.2426,0.1028,-0.91,-0.89,-0.71,2025,11,199000.0,159800.0
realtors.am,Center,117000,64,2025-11-14,1828.125,11.6699,4,0.0396,0.2426,0.1028,-0.91,-0.89,-0.71,2025,11,117000.0,154800.0
realtors.am,Center,117000,64,2025-11-14,1828.125,11.6699,4,0.0396,0.2426,0.1028,-0.91,-0.89,-0.71,2025,11,117000.0,149800.0
realtors.am,Center,117000,64,2025-11-14,1828.125,11.6699,4,0.0396,0.2426,0.1028,-0.91,-0.89,-0.71,2025,11,117000.0,133400.0
realtors.am,Ajapnyak,160000,100,2025-11-14,1600.0,11.9829,1,0.0869,0.5074,0.0811,-0.6,0.25,-0.9,2025,11,117000.0,125600.0
realtors.am,Arabkir,256000,142,2025-11-14,1802.8169,12.4529,2,0.1925,0.8162,0.1004,0.1,1.57,-0.73,2025,11,160000.0,153400.0
realtors.am,Arabkir,225000,114,2025-11-14,1973.6842,12.3239,2,0.1584,0.6103,0.1167,-0.12,0.69,-0.59,2025,11,256000.0,175000.0
realtors.am,Ajapnyak,160000,100,2025-11-14,1600.0,11.9829,1,0.0869,0.5074,0.0811,-0.6,0.25,-0.9,2025,11,225000.0,183600.0
realtors.am,Malatia-Sebastia,255000,100,2025-11-14,2550.0,12.449,9,0.1914,0.5074,0.1715,0.1,0.25,-0.12,2025,11,160000.0,211200.0
realtors.am,Ajapnyak,160000,100,2025-11-14,1600.0,11.9829,1,0.0869,0.5074,0.0811,-0.6,0.25,-0.9,2025,11,255000.0,211200.0
realtors.am,Arabkir,96000,40,2025-11-14,2400.0,11.4721,2,0.0165,0.0662,0.1573,-1.07,-1.65,-0.24,2025,11,160000.0,179200.0
realtors.am,Arabkir,96000,40,2025-11-14,2400.0,11.4721,2,0.0165,0.0662,0.1573,-1.07,-1.65,-0.24,2025,11,96000.0,153400.0
realtors.am,Arabkir,96000,40,2025-11-14,2400.0,11.4721,2,0.0165,0.0662,0.1573,-1.07,-1.65,-0.24,2025,11,96000.0,140600.0
realtors.am,Center,168000,50,2025-11-14,3360.0,12.0317,4,0.0957,0.1397,0.2487,-0.54,-1.33,0.55,2025,11,96000.0,123200.0
realtors.am,Center,168000,50,2025-11-14,3360.0,12.0317,4,0.0957,0.1397,0.2487,-0.54,-1.33,0.55,2025,11,168000.0,124800.0
realtors.am,Arabkir,256000,142,2025-11-14,1802.8169,12.4529,2,0.1925,0.8162,0.1004,0.1,1.57,-0.73,2025,11,168000.0,156800.0
realtors.am,Malatia-Sebastia,255000,100,2025-11-14,2550.0,12.449,9,0.1914,0.5074,0.1715,0.1,0.25,-0.12,2025,11,256000.0,188600.0
realtors.am,Center,335000,95,2025-11-15,3526.3158,12.7219,4,0.2794,0.4706,0.2645,0.68,0.09,0.68,2025,11,255000.0,236400.0
realtors.am,Arabkir,130000,45,2025-11-15,2888.8889,11.7753,2,0.0539,0.1029,0.2038,-0.82,-1.49,0.16,2025,11,335000.0,228800.0
realtors.am,Arabkir,205000,80,2025-11-15,2562.5,12.2308,2,0.1364,0.3603,0.1727,-0.27,-0.39,-0.11,2025,11,130000.0,236200.0
realtors.am,Arabkir,205000,80,2025-11-15,2562.5,12.2308,2,0.1364,0.3603,0.1727,-0.27,-0.39,-0.11,2025,11,205000.0,226000.0
realtors.am,Center,335000,95,2025-11-15,3526.3158,12.7219,4,0.2794,0.4706,0.2645,0.68,0.09,0.68,2025,11,205000.0,242000.0
realtors.am,Kanaker-Zeytun,192000,107,2025-11-15,1794.3925,12.1653,7,0.1221,0.5588,0.0996,-0.36,0.47,-0.74,2025,11,335000.0,213400.0
realtors.am,Kanaker-Zeytun,192000,107,2025-11-15,1794.3925,12.1653,7,0.1221,0.5588,0.0996,-0.36,0.47,-0.74,2025,11,192000.0,225800.0
realtors.am,Kanaker-Zeytun,192000,107,2025-11-15,1794.3925,12.1653,7,0.1221,0.5588,0.0996,-0.36,0.47,-0.74,2025,11,192000.0,223200.0
realtors.am,Arabkir,205000,80,2025-11-15,2562.5,12.2308,2,0.1364,0.3603,0.1727,-0.27,-0.39,-0.11,2025,11,192000.0,223200.0
realtors.am,Arabkir,130000,72,2025-11-16,1805.5556,11.7753,2,0.0539,0.3015,0.1007,-0.82,-0.64,-0.73,2025,11,205000.0,182200.0
realtors.am,Arabkir,130000,72,2025-11-16,1805.5556,11.7753,2,0.0539,0.3015,0.1007,-0.82,-0.64,-0.73,2025,11,130000.0,169800.0
realtors.am,Kanaker-Zeytun,125000,83,2025-11-16,1506.0241,11.7361,7,0.0484,0.3824,0.0721,-0.86,-0.29,-0.97,2025,11,130000.0,156400.0
realtors.am,Davtashen,290000,104,2025-11-16,2788.4615,12.5776,5,0.2299,0.5368,0.1943,0.35,0.37,0.08,2025,11,125000.0,176000.0
realtors.am,Kanaker-Zeytun,125000,83,2025-11-16,1506.0241,11.7361,7,0.0484,0.3824,0.0721,-0.86,-0.29,-0.97,2025,11,290000.0,160000.0
realtors.am,Arabkir,280000,100,2025-11-16,2800.0,12.5425,2,0.2189,0.5074,0.1954,0.28,0.25,0.09,2025,11,125000.0,190000.0
realtors.am,Arabkir,280000,100,2025-11-16,2800.0,12.5425,2,0.2189,0.5074,0.1954,0.28,0.25,0.09,2025,11,280000.0,220000.0
realtors.am,Arabkir,280000,100,2025-11-16,2800.0,12.5425,2,0.2189,0.5074,0.1954,0.28,0.25,0.09,2025,11,280000.0,251000.0
realtors.am,Arabkir,230000,90,2025-11-16,2555.5556,12.3458,2,0.1639,0.4338,0.1721,-0.09,-0.07,-0.11,2025,11,280000.0,239000.0
realtors.am,Arabkir,230000,90,2025-11-16,2555.5556,12.3458,2,0.1639,0.4338,0.1721,-0.09,-0.07,-0.11,2025,11,230000.0,260000.0
realtors.am,Arabkir,230000,90,2025-11-16,2555.5556,12.3458,2,0.1639,0.4338,0.1721,-0.09,-0.07,-0.11,2025,11,230000.0,250000.0
realtors.am,Kanaker-Zeytun,125000,83,2025-11-16,1506.0241,11.7361,7,0.0484,0.3824,0.0721,-0.86,-0.29,-0.97,2025,11,230000.0,219000.0
realtors.am,Davtashen,290000,104,2025-11-16,2788.4615,12.5776,5,0.2299,0.5368,0.1943,0.35,0.37,0.08,2025,11,125000.0,221000.0
realtors.am,Davtashen,290000,104,2025-11-16,2788.4615,12.5776,5,0.2299,0.5368,0.1943,0.35,0.37,0.08,2025,11,290000.0,233000.0
realtors.am,Center,175000,80,2025-11-17,2187.5,12.0725,4,0.1034,0.3603,0.137,-0.49,-0.39,-0.41,2025,11,290000.0,222000.0
realtors.am,Arabkir,142000,80,2025-11-17,1775.0,11.8636,2,0.0671,0.3603,0.0977,-0.73,-0.39,-0.75,2025,11,175000.0,204400.0
realtors.am,Arabkir,142000,80,2025-11-17,1775.0,11.8636,2,0.0671,0.3603,0.0977,-0.73,-0.39,-0.75,2025,11,142000.0,207800.0
realtors.am,Center,175000,80,2025-11-17,2187.5,12.0725,4,0.1034,0.3603,0.137,-0.49,-0.39,-0.41,2025,11,142000.0,184800.0
realtors.am,Center,479000,167,2025-11-17,2868.2635,13.0795,4,0.4378,1.0,0.2019,1.74,2.36,0.14,2025,11,175000.0,222600.0
realtors.am,Center,479000,167,2025-11-17,2868.2635,13.0795,4,0.4378,1.0,0.2019,1.74,2.36,0.14,2025,11,479000.0,283400.0
realtors.am,Arabkir,142000,80,2025-11-17,1775.0,11.8636,2,0.0671,0.3603,0.0977,-0.73,-0.39,-0.75,2025,11,479000.0,283400.0
realtors.am,Arabkir,499000,167,2025-11-17,2988.024,13.1204,2,0.4598,1.0,0.2133,1.88,2.36,0.24,2025,11,142000.0,354800.0
realtors.am,Center,250000,83,2025-11-17,3012.0482,12.4292,4,0.1859,0.3824,0.2155,0.06,-0.29,0.26,2025,11,499000.0,369800.0
realtors.am,Arabkir,499000,167,2025-11-17,2988.024,13.1204,2,0.4598,1.0,0.2133,1.88,2.36,0.24,2025,11,250000.0,373800.0
realtors.am,Center,139000,78,2025-11-17,1782.0513,11.8422,4,0.0638,0.3456,0.0984,-0.75,-0.45,-0.75,2025,11,499000.0,305800.0
realtors.am,Center,139000,78,2025-11-17,1782.0513,11.8422,4,0.0638,0.3456,0.0984,-0.75,-0.45,-0.75,2025,11,139000.0,305200.0
realtors.am,Center,139000,78,2025-11-17,1782.0513,11.8422,4,0.0638,0.3456,0.0984,-0.75,-0.45,-0.75,2025,11,139000.0,233200.0
realtors.am,Center,380000,130,2025-11-17,2923.0769,12.8479,4,0.3289,0.7279,0.2071,1.01,1.19,0.19,2025,11,139000.0,259200.0
realtors.am,Center,380000,130,2025-11-17,2923.0769,12.8479,4,0.3289,0.7279,0.2071,1.01,1.19,0.19,2025,11,380000.0,235400.0
realtors.am,Center,479000,167,2025-11-17,2868.2635,13.0795,4,0.4378,1.0,0.2019,1.74,2.36,0.14,2025,11,380000.0,303400.0
realtors.am,Arabkir,499000,167,2025-11-17,2988.024,13.1204,2,0.4598,1.0,0.2133,1.88,2.36,0.24,2025,11,479000.0,375400.0
realtors.am,Center,500000,95,2025-11-17,5263.1579,13.1224,4,0.4609,0.4706,0.4299,1.89,0.09,2.11,2025,11,499000.0,447600.0
realtors.am,Arabkir,180000,109,2025-11-17,1651.3761,12.1007,2,0.1089,0.5735,0.086,-0.45,0.53,-0.85,2025,11,500000.0,407600.0
realtors.am,Center,500000,95,2025-11-17,5263.1579,13.1224,4,0.4609,0.4706,0.4299,1.89,0.09,2.11,2025,11,180000.0,431600.0
realtors.am,Center,250000,83,2025-11-17,3012.0482,12.4292,4,0.1859,0.3824,0.2155,0.06,-0.29,0.26,2025,11,500000.0,385800.0
realtors.am,Center,250000,83,2025-11-17,3012.0482,12.4292,4,0.1859,0.3824,0.2155,0.06,-0.29,0.26,2025,11,250000.0,336000.0
realtors.am,Center,142000,73,2025-11-17,1945.2055,11.8636,4,0.0671,0.3088,0.114,-0.73,-0.61,-0.61,2025,11,250000.0,264400.0
realtors.am,Center,142000,73,2025-11-17,1945.2055,11.8636,4,0.0671,0.3088,0.114,-0.73,-0.61,-0.61,2025,11,142000.0,256800.0
realtors.am,Center,142000,73,2025-11-17,1945.2055,11.8636,4,0.0671,0.3088,0.114,-0.73,-0.61,-0.61,2025,11,142000.0,185200.0
realtors.am,Arabkir,285000,127,2025-11-17,2244.0945,12.5602,2,0.2244,0.7059,0.1424,0.32,1.1,-0.37,2025,11,142000.0,192200.0
realtors.am,Arabkir,285000,127,2025-11-17,2244.0945,12.5602,2,0.2244,0.7059,0.1424,0.32,1.1,-0.37,2025,11,285000.0,199200.0
realtors.am,Arabkir,285000,127,2025-11-17,2244.0945,12.5602,2,0.2244,0.7059,0.1424,0.32,1.1,-0.37,2025,11,285000.0,227800.0
realtors.am,Center,235000,90,2025-11-17,2611.1111,12.3673,4,0.1694,0.4338,0.1774,-0.05,-0.07,-0.07,2025,11,285000.0,246400.0
realtors.am,Center,235000,90,2025-11-17,2611.1111,12.3673,4,0.1694,0.4338,0.1774,-0.05,-0.07,-0.07,2025,11,235000.0,265000.0
realtors.am,Center,169000,31,2025-11-17,5451.6129,12.0377,4,0.0968,0.0,0.4479,-0.53,-1.93,2.26,2025,11,235000.0,241800.0
realtors.am,Center,500000,95,2025-11-17,5263.1579,13.1224,4,0.4609,0.4706,0.4299,1.89,0.09,2.11,2025,11,169000.0,284800.0
realtors.am,Center,169000,31,2025-11-17,5451.6129,12.0377,4,0.0968,0.0,0.4479,-0.53,-1.93,2.26,2025,11,500000.0,261600.0
realtors.am,Arabkir,180000,109,2025-11-17,1651.3761,12.1007,2,0.1089,0.5735,0.086,-0.45,0.53,-0.85,2025,11,169000.0,250600.0
realtors.am,Center,235000,90,2025-11-17,2611.1111,12.3673,4,0.1694,0.4338,0.1774,-0.05,-0.07,-0.07,2025,11,180000.0,250600.0
realtors.am,Avan,140000,80,2025-11-17,1750.0,11.8494,3,0.0649,0.3603,0.0954,-0.75,-0.39,-0.77,2025,11,235000.0,244800.0
realtors.am,Avan,140000,80,2025-11-17,1750.0,11.8494,3,0.0649,0.3603,0.0954,-0.75,-0.39,-0.77,2025,11,140000.0,172800.0
realtors.am,Avan,140000,80,2025-11-17,1750.0,11.8494,3,0.0649,0.3603,0.0954,-0.75,-0.39,-0.77,2025,11,140000.0,167000.0
realtors.am,Ajapnyak,210000,140,2025-11-17,1500.0,12.2549,1,0.1419,0.8015,0.0716,-0.23,1.51,-0.98,2025,11,140000.0,173000.0
realtors.am,Ajapnyak,210000,140,2025-11-17,1500.0,12.2549,1,0.1419,0.8015,0.0716,-0.23,1.51,-0.98,2025,11,210000.0,168000.0
realtors.am,Ajapnyak,210000,140,2025-11-17,1500.0,12.2549,1,0.1419,0.8015,0.0716,-0.23,1.51,-0.98,2025,11,210000.0,182000.0
realtors.am,Arabkir,250000,125,2025-11-17,2000.0,12.4292,2,0.1859,0.6912,0.1192,0.06,1.04,-0.57,2025,11,210000.0,204000.0
realtors.am,Arabkir,250000,125,2025-11-17,2000.0,12.4292,2,0.1859,0.6912,0.1192,0.06,1.04,-0.57,2025,11,250000.0,226000.0
realtors.am,Arabkir,250000,125,2025-11-17,2000.0,12.4292,2,0.1859,0.6912,0.1192,0.06,1.04,-0.57,2025,11,250000.0,234000.0
realtors.am,Center,169000,31,2025-11-17,5451.6129,12.0377,4,0.0968,0.0,0.4479,-0.53,-1.93,2.26,2025,11,250000.0,225800.0
realtors.am,Center,175000,80,2025-11-17,2187.5,12.0725,4,0.1034,0.3603,0.137,-0.49,-0.39,-0.41,2025,11,169000.0,218800.0
realtors.am,Ajapnyak,138000,61,2025-11-18,2262.2951,11.835,1,0.0627,0.2206,0.1442,-0.76,-0.99,-0.35,2025,11,175000.0,196400.0
realtors.am,Arabkir,121000,74,2025-11-18,1635.1351,11.7035,2,0.044,0.3162,0.0844,-0.88,-0.58,-0.87,2025,11,138000.0,170600.0
realtors.am,Arabkir,121000,74,2025-11-18,1635.1351,11.7035,2,0.044,0.3162,0.0844,-0.88,-0.58,-0.87,2025,11,121000.0,144800.0
realtors.am,Arabkir,410000,163,2025-11-18,2515.3374,12.9239,2,0.3619,0.9706,0.1682,1.23,2.23,-0.15,2025,11,121000.0,193000.0
realtors.am,Arabkir,410000,163,2025-11-18,2515.3374,12.9239,2,0.3619,0.9706,0.1682,1.23,2.23,-0.15,2025,11,410000.0,240000.0
realtors.am,Kanaker-Zeytun,189000,94,2025-11-18,2010.6383,12.1495,7,0.1188,0.4632,0.1202,-0.39,0.06,-0.56,2025,11,410000.0,250200.0
realtors.am,Kanaker-Zeytun,189000,94,2025-11-18,2010.6383,12.1495,7,0.1188,0.4632,0.1202,-0.39,0.06,-0.56,2025,11,189000.0,263800.0
realtors.am,Kanaker-Zeytun,189000,94,2025-11-18,2010.6383,12.1495,7,0.1188,0.4632,0.1202,-0.39,0.06,-0.56,2025,11,189000.0,277400.0
realtors.am,Arabkir,121000,74,2025-11-18,1635.1351,11.7035,2,0.044,0.3162,0.0844,-0.88,-0.58,-0.87,2025,11,189000.0,219600.0
realtors.am,Nork-Marash,291000,71,2025-11-19,4098.5915,12.5811,11,0.231,0.2941,0.319,0.36,-0.67,1.15,2025,11,121000.0,195800.0
realtors.am,Nork-Marash,291000,71,2025-11-19,4098.5915,12.5811,11,0.231,0.2941,0.319,0.36,-0.67,1.15,2025,11,291000.0,216200.0
realtors.am,Center,245000,86,2025-11-19,2848.8372,12.409,4,0.1804,0.4044,0.2,0.02,-0.2,0.13,2025,11,291000.0,227400.0
realtors.am,Center,245000,86,2025-11-19,2848.8372,12.409,4,0.1804,0.4044,0.2,0.02,-0.2,0.13,2025,11,245000.0,238600.0
realtors.am,Center,875000,167,2025-11-19,5239.521,13.682,4,0.8735,1.0,0.4277,4.64,2.36,2.09,2025,11,245000.0,389400.0
realtors.am,Center,875000,167,2025-11-19,5239.521,13.682,4,0.8735,1.0,0.4277,4.64,2.36,2.09,2025,11,875000.0,506200.0
realtors.am,Arabkir,333000,152,2025-11-19,2190.7895,12.7159,2,0.2772,0.8897,0.1373,0.67,1.89,-0.41,2025,11,875000.0,514600.0
realtors.am,Arabkir,85000,47,2025-11-19,1808.5106,11.3504,2,0.0044,0.1176,0.1009,-1.15,-1.43,-0.72,2025,11,333000.0,482600.0
realtors.am,Arabkir,85000,47,2025-11-19,1808.5106,11.3504,2,0.0044,0.1176,0.1009,-1.15,-1.43,-0.72,2025,11,85000.0,450600.0
realtors.am,Nork-Marash,291000,71,2025-11-19,4098.5915,12.5811,11,0.231,0.2941,0.319,0.36,-0.67,1.15,2025,11,85000.0,333800.0
realtors.am,Arabkir,333000,152,2025-11-19,2190.7895,12.7159,2,0.2772,0.8897,0.1373,0.67,1.89,-0.41,2025,11,291000.0,225400.0
realtors.am,Arabkir,333000,152,2025-11-19,2190.7895,12.7159,2,0.2772,0.8897,0.1373,0.67,1.89,-0.41,2025,11,333000.0,225400.0
realtors.am,Center,875000,167,2025-11-19,5239.521,13.682,4,0.8735,1.0,0.4277,4.64,2.36,2.09,2025,11,333000.0,383400.0
realtors.am,Center,160000,81,2025-11-19,1975.3086,11.9829,4,0.0869,0.3676,0.1168,-0.6,-0.35,-0.59,2025,11,875000.0,398400.0
realtors.am,Center,245000,86,2025-11-19,2848.8372,12.409,4,0.1804,0.4044,0.2,0.02,-0.2,0.13,2025,11,160000.0,389200.0
realtors.am,Center,160000,81,2025-11-19,1975.3086,11.9829,4,0.0869,0.3676,0.1168,-0.6,-0.35,-0.59,2025,11,245000.0,354600.0
realtors.am,Center,160000,81,2025-11-19,1975.3086,11.9829,4,0.0869,0.3676,0.1168,-0.6,-0.35,-0.59,2025,11,160000.0,320000.0
realtors.am,Shengavit,138000,86,2025-11-19,1604.6512,11.835,12,0.0627,0.4044,0.0815,-0.76,-0.2,-0.89,2025,11,160000.0,172600.0
realtors.am,Center,91500,39,2025-11-19,2346.1538,11.4241,4,0.0116,0.0588,0.1521,-1.1,-1.68,-0.28,2025,11,138000.0,158900.0
realtors.am,Center,91500,39,2025-11-19,2346.1538,11.4241,4,0.0116,0.0588,0.1521,-1.1,-1.68,-0.28,2025,11,91500.0,128200.0
realtors.am,Center,91500,39,2025-11-19,2346.1538,11.4241,4,0.0116,0.0588,0.1521,-1.1,-1.68,-0.28,2025,11,91500.0,114500.0
realtors.am,Shengavit,150000,65,2025-11-19,2307.6923,11.9184,12,0.0759,0.25,0.1485,-0.67,-0.86,-0.32,2025,11,91500.0,112500.0
realtors.am,Shengavit,150000,65,2025-11-19,2307.6923,11.9184,12,0.0759,0.25,0.1485,-0.67,-0.86,-0.32,2025,11,150000.0,114900.0
realtors.am,Shengavit,138000,86,2025-11-19,1604.6512,11.835,12,0.0627,0.4044,0.0815,-0.76,-0.2,-0.89,2025,11,150000.0,124200.0
realtors.am,Abovyan,150000,121,2025-11-19,1239.6694,11.9184,0,0.0759,0.6618,0.0468,-0.67,0.91,-1.19,2025,11,138000.0,135900.0
realtors.am,Abovyan,150000,121,2025-11-19,1239.6694,11.9184,0,0.0759,0.6618,0.0468,-0.67,0.91,-1.19,2025,11,150000.0,147600.0
realtors.am,Abovyan,150000,121,2025-11-19,1239.6694,11.9184,0,0.0759,0.6618,0.0468,-0.67,0.91,-1.19,2025,11,150000.0,147600.0
realtors.am,Arabkir,130000,46,2025-11-19,2826.087,11.7753,2,0.0539,0.1103,0.1978,-0.82,-1.46,0.11,2025,11,150000.0,143600.0
realtors.am,Arabkir,130000,46,2025-11-19,2826.087,11.7753,2,0.0539,0.1103,0.1978,-0.82,-1.46,0.11,2025,11,130000.0,142000.0
realtors.am,Center,160000,81,2025-11-19,1975.3086,11.9829,4,0.0869,0.3676,0.1168,-0.6,-0.35,-0.59,2025,11,130000.0,144000.0
realtors.am,Shengavit,150000,65,2025-11-19,2307.6923,11.9184,12,0.0759,0.25,0.1485,-0.67,-0.86,-0.32,2025,11,160000.0,144000.0
realtors.am,Center,250000,60,2025-11-20,4166.6667,12.4292,4,0.1859,0.2132,0.3255,0.06,-1.02,1.21,2025,11,150000.0,164000.0
realtors.am,Center,830000,167,2025-11-20,4970.0599,13.6292,4,0.824,1.0,0.402,4.31,2.36,1.87,2025,11,250000.0,304000.0
